SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
BDP,NA,INT,Biddle Acclimation Pond,"The interrogation site is installed within the outlet of a private pond that flows into Wolf Creek, approximately 1.5 Rk from the confluence with the Methow River and 1.4 Rk upstream of site WFC (-120.234197, 48.4889) in Winthrop, Wa.  The outlet from the acclimation pond is approximately 208 ft. long and approximately 3 ft. in wetted width.  Three PIT tag detection systems are set in series within the outlet. The detection systems are comprised of three model 2001F-ISO portable, PIT tag detection units using 24 X 24pass-through antennas.  The interrogation systems are intended to monitor juvenile escapement, in-pond and smolt to smolt survival.  The systems are operational during juvenile acclimation and dates vary by year depending on environmental conditions.  Typical times of operation for this site are March 15 to June 1.",Monitored Fish Release,843.085.002,930,48.48881958,-120.2479367,GRA.Below_GRA.Below_GRA_Other.BDP,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGM,NA,INT,Burlingame Dam and Canal,"Burlingame Diversion Dam is located on the lower Walla Walla River.  This site consists of detectors in the dam's fish passage facilities, as well as in the canal intake.",Instream Remote Detection System,509.059,568,46.023149,-118.424443,GRA.Below_GRA.Below_GRA_Other.BGM,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHC,NA,INT,Bohannon Creek Lemhi R Basin,"In-stream detection system consisting of two 5ft x 3ft HDPE pipe antennas connected to standalone Bioamrk IS1001 readers. The site is located 40 m upstream of the confluence with the Lemhi River. The Bohannon Creek array site is located 0.3 km off of the Old Lemhi Road. The site is powered by AC and a battery switcher. Remote communication is provided by a 4G cellular modem. The site was originally installed in 2011 about half a kilometer upstream of its current location, to which it was relocated in 2013.",Instream Remote Detection System,522.303.416.017.001,1259,45.112189,-113.746897,GRA.Salmon.Lemhi.LLR.BHC,Salmon,Lemhi,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 BHCB0 BHCA0,Bohannon Creek Lemhi R Basin,Instream Remote Detection System,17060204,Lemhi,522.303.416.017.001,1259,Upstream Array,"In-stream detection system consisting of a triple array located in Bohannon Creek. The array (BHC) is located 40 m upstream of the confluence with the Lemhi River and is comprised of 3 arrays , deployed serially at about 10 m apart, of one 5 ft PVC pipe pass-by antenna each. The Bohannon Creek array site is located 0.3 km off of the Old Lemhi Road. BHC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. This site was moved from its previous location (approximately 0.5km upstream) and installed for continuous monitoring in October 2013. Additionally, Site equipment was changed from Destron MUX FS1001 to the Quantitative Sampling Technology QuBE System.  Site electricity comes from the adjacent electrical service lines and remote communication is provided by a cellular telephone modem. Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.",45.112189,-113.746897,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
BHL,NA,INT,Adult Fishway at BONH,"In-stream detection system consisting of a tandem array located in Bonneville Hatchery Ladder. The array (BHL) located at river km 0.01 on Tanner Creek (N 45.632678  W -121.957909 ) consists of two arrays, deployed serially 3 m apart, of two 6 ft Biomark pass-through antennas each. BHL was initially installed on July 13, 2011 by WDFW and was re-deployed in 2012-2014 during the adult fish collection period (mid-August to early December) at Bonneville Hatchery.  WDFW served as the data steward for this site during 2011-2013, and ODFW assumed responsibility in 2014.  Electrical power for the site is provided by two 6v batteries which are changed out 1-2 times per week.  Detection records are downloaded approximately once per week.",Hatchery Returns,232.001,233,45.632678,-121.957909,GRA.Below_GRA.Below_GRA_Other.BHL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMT,NA,INT,Big Meadow Temporary Array,"This site is a temporary PIT tag detection system located at rkm 0.3 on Big Meadow Creek, Wenatchee River Basin. The detection system consists of one 10-foot antenna, installed in pass-through configuration. The antenna spans the wetted width of the channel during base flows. The antenna is operated by an Allflex RM 310 reader board. Data from the antenna is stored on an Acumen DataBridge. A 6 VDC battery bank powers the detection system. The antenna was built and installed by WDFW. The site is typically installed and operated March-June annually.",Instream Remote Detection System,754.077.014.001,846,47.86761882,-120.6964252,GRA.Below_GRA.Below_GRA_Other.BMT,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO1,NA,INT,Bonneville Bradford Is. Ladder,Bradford Island Adult Fishway at Bonneville Dam,Adult Fishway,234,234,45.64150862,-121.9439019,GRA.Below_GRA.Below_GRA_Other.BO1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO2,NA,INT,Bonneville Cascades Is. Ladder,Cascades Island Adult Fishway at Bonneville Dam,Adult Fishway,234,234,45.646047,-121.941241,GRA.Below_GRA.Below_GRA_Other.BO2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO3,NA,INT,Bonneville WA Shore Ladder/AFF,Washington Shore Adult Fishway and AFF at Bonneville Dam; replaces B2A and BWL,Adult Fishway,234,234,45.64978797,-121.9365311,GRA.Below_GRA.Below_GRA_Other.BO3,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO4,NA,INT,Bonneville WA Ladder Slots,Washington Shore Fishway Vertical Slots at Bonneville Dam,Adult Fishway,234,234,45.64978797,-121.9365311,GRA.Below_GRA.Below_GRA_Other.BO4,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BPC,NA,INT,Bonaparte Creek Instream Array,"BPC is a permanent PIT Tag Interrogation System on Bonaparte Creek. Bonaparte Creek enters the Okanogan River at RKM 91.2, within the city of Tonasket, WA. The BPC site is located 0.08 km from the confluence with the Okanogan River. The setup consists of 3 flat plate pass-over PVC antennas. The site is on grid power. BPC has remote communication abilities provided by a cellular modem and Campbell Scientific CR1000 datalogger system. A submersible pressure transducer and temperature probe sensors are also installed to provide environmental condition data collection.",Instream Remote Detection System,858.092.001,951,48.7048188,-119.4454642,GRA.Below_GRA.Below_GRA_Other.BPC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR0,NA,INT,Bridge Creek Gauge,"This is an in-stream interrogation system located near the USGS flow gauge site on Bridge Creek and consists of two antennas which span the low-water channel. BR0 is operated by NOAA, and was installed in 2009.",Instream Remote Detection System,351.218.002,571,44.72723,-120.3022,GRA.Below_GRA.Below_GRA_Other.BR0,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR1,NA,INT,Bridge Creek Kiosk,"This is an in-stream interrogation system located at the John Day Fossil Beds National Monument on Bridge Creek and consists of two antennas which span the low-water channel. BR1 is operated by NOAA, and was installed in 2009.",Instream Remote Detection System,351.218.014,583,44.65432348,-120.251131,GRA.Below_GRA.Below_GRA_Other.BR1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR2,NA,INT,Bridge Creek Gable,"This is an in-stream interrogation system located at the confluence of Gable and Bridge creeks. This site consists of two antennas which span the low-water channel of Bridge Creek before its confluence with Gable Creek; one antenna which spans the low-water channel of Gable Creek; and two antenna spanning the low water channel of Bridge Creek after the confluence of Gable Creek. This site is powered by a photovoltaic array. BR2 is operated by NOAA, and was installed in 2009. Site was removed in March 2018",Instream Remote Detection System,351.218.022,591,44.59243,-120.2081,GRA.Below_GRA.Below_GRA_Other.BR2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR3,NA,INT,Bridge Creek Ranch,"This is an in-stream interrogation system located on Bridge Creek near the city of Mitchell, on the old Owens Ranch. This site consists of four antennas which span the low-water channel. BR3 is operated by NOAA, and was installed in 2009.",Instream Remote Detection System,351.218.027,596,44.58517,-120.1837,GRA.Below_GRA.Below_GRA_Other.BR3,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRC,NA,INT,Bear Valley Adult Video Weir,"On June 28, 2012, the Tribes, with assistance from Biomark, installed a pass-through interrogation system on the existing Bear Valley Creek Chinook adult monitoring weir to evaluate the returns of PIT tagged adults to Bear Valley Creek, Idaho.  The interrogation site consists of two 24 x 24 inch Biomark pass-through antennas attached to the video chamber box, separated by six feet to provide upstream and downstream detection capability.  The antenna cables are woven across the weir panels to the central mux, located in a weather resistant, insulated and fan cooled cargo trailer adjacent to the weir.  Power is supplied by four tandem 50 amp-hour 12 volt DC batteries under constant charge from the on-site camp trailer generator.  The in-stream location is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) steam type.",Instream Remote Detection System,522.303.319.170.006,1320,44.42793872,-115.2841711,GRA.Salmon.Bear_Valley.BRC,Salmon,Bear_Valley,NEW,Adult Est.,No,No,SHOBAN,SHOBAN,Unknown,NA,MFSR,Bear Valley,NA,NA,Bear Valley Adult Video Weir,Instream Remote Detection System,17060205,NA,522.303.319.170.006,1320,NA,"On June 28, 2012, the Tribes, with assistance from Biomark, installed a pass-through interrogation system on the existing Bear Valley Creek Chinook adult monitoring weir to evaluate the returns of PIT tagged adults to Bear Valley Creek, Idaho.  The interrogation site consists of two 24 x 24 inch Biomark pass-through antennas attached to the video chamber box, separated by six feet to provide upstream and downstream detection capability.  The antenna cables are woven across the weir panels to the central mux, located in a weather resistant, insulated and fan cooled cargo trailer adjacent to the weir.  Power is supplied by four tandem 50 amp-hour 12 volt DC batteries under constant charge from the on-site camp trailer generator.  The in-stream location is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) steam type.",44.42793872,'-115.2841711,Kurt Tardy,ktardy@sbtribes.com,(208) 239 - 4562,SHOBAN,MFUMA-s,NA,NA,NA,MFBEA,NA,NA,NA
BSC,NA,INT,Big Sheep Creek ISA at km 6,"In-stream detection system consisting of a tandem array located in Big Sheep Creek. The array (BSC) located at river km 6 (N 45.50649, W -116.85067) consists of two arrays , deployed serially 10 m apart, of two 20 ft Biomark flat panel antennas each. BSC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring on October 20, 2010. The array includes ISEMP standard site monitoring equipment including air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a thermal electric generator and remote communication provided by a satellite modem.",Instream Remote Detection System,522.308.032.006,868,45.50648209,-116.8507347,GRA.Imnaha.ImnahaRiver.IR1.IR2.BSC,Imnaha,ImnahaRiver,INT,Adult Est.,Yes,Yes,QCI,QCI/NPT,BPA,100,Imnaha,Imnaha,11,GRA IR1 IR2 BSCB0 BSCA0,Big Sheep Creek ISA at km 6,Instream Remote Detection System,17060102,Imnaha,522.308.032.006,868,UPSTREAM LEFT,"In-stream detection system consisting of a tandem array located in Big Sheep Creek. The array (BSC) located at river km 6 (N 45.50649, W -116.85067) consists of two arrays , deployed serially 10 m apart, of two 20 ft Biomark flat panel antennas each. BSC is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring on October 20, 2010. The array includes ISEMP standard site monitoring equipment including air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by a thermal electric generator and remote communication provided by a satellite modem.",45.50648209,-116.8507347,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,IRMAI-s,Imnaha River,Snake River Basin Steelhead DPS,Imnaha River,IRBSH,Big Sheep Creek,Snake River Spring/Summer-run Chinook Salmon ESU,Grande Ronde / Imnaha
BSH,NA,INT,Big Sheep Crk. Upper Columbia,"The detection system consists of 2 antennas, installed in a pass-over loop configuration approximately 170 feet apart. Each half duplex antenna spans the width of the channel which is approximately 80 feet and is operated by a Single-Antenna HDX Reader (Oregon RFID). This site is configured to detect half-duplex tags only. Data from the antennas is stored in the internal memory and is uploaded to PTAGIS on a monthly basis. A 24V DC battery bank connected to solar panel powers the detection system. The antennas were built and installed by WDFW staff. The site is operated year round.",Instream Remote Detection System,1180.001,1181,48.940974,-117.770226,GRA.Below_GRA.Below_GRA_Other.BSH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTC,NA,INT,Big Timber Creek,This is an instream interrogation system consisting of two 10-foot pass-by antennas arrayed in tandem at km 1.3 on Big Timber Creek. Site was decommissioned October 2013. New site with code BTL was installed 1km downstream and replaces this site.,Instream Remote Detection System,522.303.416.089.001,1331,44.68811,-113.37041,GRA.Salmon.Lemhi.LLR.LRW.BTC,Salmon,Lemhi,INT,Adult/Juvenile,Yes,Yes,QCI,QCI/NPT,BPA,100,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 BTLB0 BTLA0,Big Timber Creek,Instream Remote Detection System,17060204,Lemhi,522.303.416.089.001,1331,UPSTREAM 10-FT PASSBY ANTENNA,This is an instream interrogation system consisting of two 10-foot pass-by antennas arrayed in tandem at km 1.3 on Big Timber Creek. Site was decommissioned October 2013. New site with code BTL was installed 1km downstream and replaces this site.,44.68811,-113.37041,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
BTL,NA,INT,"Lower Big Timber, Lemhi Basin","In-stream detection system currently consisting of two antennas located in Big Timber Creek approximately 300 meters upstream of the confluence with the Lemhi River.  The Big Timber array site is located 1.32 k below the culvert on Highway 28. BTL is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in October 2013. This site is powered by a 24 volt solar powered system and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial site configuration consisting of three arrays of two antennas each was replaced in October 2016 with a 20 ft and a 10ft antenna deployed about 30 meters apart.",Instream Remote Detection System,522.303.416.089.001,1331,44.69756833,-113.374118,GRA.Salmon.Lemhi.LLR.LRW.BTC.BTL,Salmon,Lemhi,INT,Adult/Juvenile,Yes,No,QCI,QCI/NPT,Unknown,110,lemhi,Lemhi River,25,GRA LLRB0 LLRA0 LRWB0 LRWA0 BTLB0 BTLA0,"Lower Big Timber, Lemhi Basin",Instream Remote Detection System,17060204,Lemhi,522.303.416.089.001,1331,Upstream Antenna,"In-stream detection system currently consisting of two antennas located in Big Timber Creek approximately 300 meters upstream of the confluence with the Lemhi River.  The Big Timber array site is located 1.32 k below the culvert on Highway 28. BTL is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed for continuous monitoring in October 2013. This site is powered by a 24 volt solar powered system and remote communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors. The initial site configuration consisting of three arrays of two antennas each was replaced in October 2016 with a 20 ft and a 10ft antenna deployed about 30 meters apart.",44.69756833,-113.374118,Kevin Peterson,kpeterson@qcinc.org,(208) 275-0011,QCI,SRLEM-s,Lemhi River,Snake River Basin Steelhead DPS,Salmon River,SRLEM,Lemhi River,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
